Datetime,Open,High,Low,Close,Adj Close,Volume
2024-04-15 21:35:00+00:00,62865.36328125,62958.10546875,62764.2734375,62764.2734375,62764.2734375,120197120
2024-04-15 21:40:00+00:00,62814.19140625,63006.85546875,62793.171875,63006.85546875,63006.85546875,0
2024-04-15 21:45:00+00:00,62959.0859375,63024.8203125,62953.6796875,63011.1328125,63011.1328125,54771712
2024-04-15 21:50:00+00:00,63027.80859375,63088.20703125,63027.80859375,63050.55859375,63050.55859375,28274688
2024-04-15 21:55:00+00:00,63066.03515625,63354.0703125,63066.03515625,63290.19140625,63290.19140625,80674816
2024-04-15 22:00:00+00:00,63273.6015625,63273.6015625,63149.3828125,63149.3828125,63149.3828125,0
2024-04-15 22:05:00+00:00,63125.44140625,63141.59765625,63086.5703125,63087.703125,63087.703125,0
2024-04-15 22:10:00+00:00,63065.3984375,63110.50390625,62987.78125,62995.65625,62995.65625,0
2024-04-15 22:15:00+00:00,63013.796875,63013.796875,62855.08203125,62859.68359375,62859.68359375,0
2024-04-15 22:20:00+00:00,62850.63671875,62850.63671875,62799.30078125,62799.92578125,62799.92578125,0
2024-04-15 22:25:00+00:00,62843.08203125,63017.640625,62843.08203125,63017.640625,63017.640625,0
2024-04-15 22:30:00+00:00,63073.7265625,63330.9921875,63073.7265625,63330.9921875,63330.9921875,0
2024-04-15 22:35:00+00:00,63350.54296875,63350.54296875,63297.27734375,63322.078125,63322.078125,0
2024-04-15 22:40:00+00:00,63361.09765625,63524.26953125,63352.56640625,63442.04296875,63442.04296875,0
2024-04-15 22:45:00+00:00,63408.01171875,63408.01171875,63323.625,63323.625,63323.625,0
2024-04-15 22:50:00+00:00,63363.48828125,63363.48828125,63256.44140625,63266.96484375,63266.96484375,0
2024-04-15 22:55:00+00:00,63307.0,63465.90234375,63307.0,63465.90234375,63465.90234375,0
2024-04-15 23:00:00+00:00,63474.16015625,63474.16015625,63394.8515625,63432.89453125,63432.89453125,0
2024-04-15 23:05:00+00:00,63472.02734375,63482.13671875,63393.15625,63393.94921875,63393.94921875,0
2024-04-15 23:10:00+00:00,63404.31640625,63536.61328125,63404.31640625,63531.078125,63531.078125,0
2024-04-15 23:15:00+00:00,63553.453125,63553.453125,63395.6484375,63395.6484375,63395.6484375,0
2024-04-15 23:20:00+00:00,63398.484375,63445.91796875,63398.484375,63421.6953125,63421.6953125,0
2024-04-15 23:25:00+00:00,63365.08984375,63365.08984375,63241.59375,63253.1796875,63253.1796875,0
2024-04-15 23:30:00+00:00,63317.24609375,63317.24609375,63290.5625,63301.65625,63301.65625,0
2024-04-15 23:35:00+00:00,63322.73828125,63323.0390625,63277.984375,63323.0390625,63323.0390625,0
2024-04-15 23:40:00+00:00,63321.171875,63449.58984375,63321.171875,63449.58984375,63449.58984375,0
2024-04-15 23:45:00+00:00,63454.11328125,63454.11328125,63356.14453125,63395.27734375,63395.27734375,0
2024-04-15 23:50:00+00:00,63418.1875,63488.44921875,63401.859375,63488.44921875,63488.44921875,0
2024-04-15 23:55:00+00:00,63518.7421875,63518.7421875,63432.82421875,63434.3203125,63434.3203125,0
2024-04-16 00:00:00+00:00,63441.9609375,63453.40625,63356.85546875,63397.6484375,63397.6484375,0
2024-04-16 00:05:00+00:00,63474.125,63474.125,63342.01171875,63342.01171875,63342.01171875,0
2024-04-16 00:10:00+00:00,63340.33203125,63570.3046875,63340.33203125,63570.3046875,63570.3046875,0
2024-04-16 00:15:00+00:00,63586.3828125,63678.3515625,63553.80078125,63553.80078125,63553.80078125,0
2024-04-16 00:20:00+00:00,63416.9609375,63554.2890625,63416.9609375,63554.2890625,63554.2890625,0
2024-04-16 00:25:00+00:00,63531.7265625,63531.7265625,63319.26171875,63319.26171875,63319.26171875,0
2024-04-16 00:30:00+00:00,63309.41796875,63309.41796875,63242.484375,63302.29296875,63302.29296875,0
2024-04-16 00:35:00+00:00,63349.55078125,63383.2890625,63115.41796875,63115.41796875,63115.41796875,0
2024-04-16 00:40:00+00:00,63112.90234375,63147.8671875,63087.7421875,63128.86328125,63128.86328125,0
2024-04-16 00:45:00+00:00,63103.23828125,63197.140625,62987.15625,63197.140625,63197.140625,0
2024-04-16 00:50:00+00:00,63183.98046875,63250.50390625,63183.98046875,63250.50390625,63250.50390625,0
2024-04-16 00:55:00+00:00,63262.0625,63272.01171875,63243.83203125,63269.0703125,63269.0703125,0
2024-04-16 01:00:00+00:00,63276.8828125,63276.8828125,63141.78515625,63141.78515625,63141.78515625,0
2024-04-16 01:05:00+00:00,63173.8203125,63439.7734375,63173.8203125,63438.40625,63438.40625,11681792
2024-04-16 01:10:00+00:00,63460.1640625,63560.6171875,63460.1640625,63525.22265625,63525.22265625,6066176
2024-04-16 01:15:00+00:00,63538.0546875,63576.3828125,63492.3359375,63576.3828125,63576.3828125,0
2024-04-16 01:20:00+00:00,63652.52734375,63673.0234375,63604.3359375,63673.0234375,63673.0234375,44617728
2024-04-16 01:25:00+00:00,63694.640625,63694.640625,63644.0625,63677.13671875,63677.13671875,7274496
2024-04-16 01:30:00+00:00,63651.42578125,63797.25390625,63651.42578125,63785.15625,63785.15625,0
2024-04-16 01:35:00+00:00,63825.55078125,63838.44921875,63726.91015625,63726.91015625,63726.91015625,11358208
2024-04-16 01:40:00+00:00,63686.86328125,63686.86328125,63434.12890625,63434.12890625,63434.12890625,0
2024-04-16 01:45:00+00:00,63526.28515625,63535.3203125,63393.15625,63393.15625,63393.15625,0
2024-04-16 01:50:00+00:00,63382.3125,63382.3125,63185.33984375,63185.33984375,63185.33984375,0
2024-04-16 01:55:00+00:00,63210.06640625,63264.94140625,63183.015625,63206.40234375,63206.40234375,0
2024-04-16 02:00:00+00:00,63181.39453125,63188.765625,63070.40625,63070.40625,63070.40625,0
2024-04-16 02:05:00+00:00,63071.7578125,63166.69921875,63071.7578125,63166.69921875,63166.69921875,0
2024-04-16 02:10:00+00:00,63152.703125,63152.703125,62950.296875,63078.3359375,63078.3359375,0
2024-04-16 02:15:00+00:00,63089.92578125,63112.265625,62993.05078125,63076.92578125,63076.92578125,42446848
2024-04-16 02:20:00+00:00,63048.60546875,63131.0234375,63045.72265625,63124.4765625,63124.4765625,37769216
2024-04-16 02:25:00+00:00,63111.79296875,63111.79296875,62806.328125,62909.9296875,62909.9296875,48451584
2024-04-16 02:30:00+00:00,62850.68359375,62998.44140625,62850.68359375,62998.44140625,62998.44140625,0
2024-04-16 02:35:00+00:00,63034.94921875,63137.55859375,63030.296875,63059.5625,63059.5625,94334976
2024-04-16 02:40:00+00:00,63093.80078125,63266.5390625,63093.80078125,63266.5390625,63266.5390625,39886848
2024-04-16 02:45:00+00:00,63254.7890625,63418.125,63230.609375,63418.125,63418.125,0
2024-04-16 02:50:00+00:00,63434.26953125,63492.00390625,63434.26953125,63448.54296875,63448.54296875,18776064
2024-04-16 02:55:00+00:00,63459.109375,63459.109375,63407.69921875,63418.7265625,63418.7265625,0
2024-04-16 03:00:00+00:00,63426.5078125,63529.51953125,63384.89453125,63496.46484375,63496.46484375,0
2024-04-16 03:05:00+00:00,63531.75,63565.24609375,63531.140625,63550.046875,63550.046875,12328960
2024-04-16 03:10:00+00:00,63523.82421875,63523.82421875,63421.92578125,63488.2734375,63488.2734375,0
2024-04-16 03:15:00+00:00,63462.2109375,63462.2109375,63311.94140625,63325.9453125,63325.9453125,13021184
2024-04-16 03:20:00+00:00,63312.81640625,63377.0703125,63312.81640625,63377.0703125,63377.0703125,32534528
2024-04-16 03:25:00+00:00,63397.8671875,63408.375,63227.9453125,63227.9453125,63227.9453125,17694720
2024-04-16 03:30:00+00:00,63168.9140625,63168.9140625,63127.97265625,63127.97265625,63127.97265625,11907072
2024-04-16 03:35:00+00:00,63096.93359375,63162.94140625,63080.0859375,63141.390625,63141.390625,14880768
2024-04-16 03:40:00+00:00,63113.703125,63113.703125,62947.40234375,62947.40234375,62947.40234375,16437248
2024-04-16 03:45:00+00:00,62936.328125,63079.1796875,62936.328125,63052.38671875,63052.38671875,3883008
2024-04-16 03:50:00+00:00,63093.4609375,63093.4609375,62957.21484375,62957.21484375,62957.21484375,103907328
2024-04-16 03:55:00+00:00,62890.7421875,63014.1875,62890.7421875,63014.1875,63014.1875,159129600
2024-04-16 04:00:00+00:00,62995.04296875,63050.6875,62944.48046875,62944.48046875,62944.48046875,48971776
2024-04-16 04:05:00+00:00,62979.79296875,63045.8671875,62925.3046875,62925.5234375,62925.5234375,173813760
2024-04-16 04:10:00+00:00,62887.98046875,62887.98046875,62407.73046875,62407.73046875,62407.73046875,61349888
2024-04-16 04:15:00+00:00,62548.09765625,62643.55078125,62548.09765625,62643.55078125,62643.55078125,176095232
2024-04-16 04:20:00+00:00,62633.4921875,62679.39453125,62560.6484375,62560.6484375,62560.6484375,218845184
2024-04-16 04:25:00+00:00,62670.91015625,62670.91015625,62371.51171875,62371.51171875,62371.51171875,145108992
2024-04-16 04:30:00+00:00,62474.87890625,62642.4765625,62393.66796875,62642.4765625,62642.4765625,93409280
2024-04-16 04:35:00+00:00,62625.203125,62625.203125,62410.91015625,62457.65625,62457.65625,113352704
2024-04-16 04:40:00+00:00,62509.171875,62509.171875,62216.375,62216.375,62216.375,46567424
2024-04-16 04:45:00+00:00,62096.453125,62194.34375,61817.91796875,62194.34375,62194.34375,223129600
2024-04-16 04:50:00+00:00,62273.1875,62395.96484375,62273.1875,62392.3203125,62392.3203125,430063616
2024-04-16 04:55:00+00:00,62391.75390625,62441.27734375,62337.5078125,62441.27734375,62441.27734375,101249024
2024-04-16 05:00:00+00:00,62503.6875,62503.6875,62442.33984375,62442.33984375,62442.33984375,68001792
2024-04-16 05:05:00+00:00,62529.59375,62565.30859375,62518.578125,62565.30859375,62565.30859375,44490752
2024-04-16 05:10:00+00:00,62515.19140625,62609.0859375,62515.19140625,62595.31640625,62595.31640625,133201920
2024-04-16 05:15:00+00:00,62570.5078125,62705.15234375,62537.515625,62705.15234375,62705.15234375,78127104
2024-04-16 05:20:00+00:00,62666.08203125,62715.1875,62642.59375,62715.1875,62715.1875,63340544
2024-04-16 05:25:00+00:00,62716.8671875,62744.203125,62693.74609375,62744.203125,62744.203125,62808064
2024-04-16 05:30:00+00:00,62734.6171875,62734.6171875,62660.07421875,62660.07421875,62660.07421875,22368256
2024-04-16 05:35:00+00:00,62677.46484375,62715.171875,62677.46484375,62715.171875,62715.171875,30126080
2024-04-16 05:40:00+00:00,62740.078125,62812.58203125,62740.078125,62779.96875,62779.96875,39063552
2024-04-16 05:45:00+00:00,62827.3671875,62896.47265625,62818.69140625,62818.69140625,62818.69140625,19378176
2024-04-16 05:50:00+00:00,62786.8046875,62786.8046875,62664.37890625,62664.37890625,62664.37890625,24756224
2024-04-16 05:55:00+00:00,62675.45703125,62726.25,62636.15625,62726.25,62726.25,0
2024-04-16 06:00:00+00:00,62739.5078125,62928.7109375,62705.3828125,62928.7109375,62928.7109375,0
2024-04-16 06:05:00+00:00,62955.2890625,62975.1953125,62901.21875,62912.13671875,62912.13671875,45793280
2024-04-16 06:10:00+00:00,62938.52734375,62939.16015625,62880.09375,62893.21875,62893.21875,0
2024-04-16 06:15:00+00:00,62888.01953125,62901.75,62865.30078125,62881.7421875,62881.7421875,0
2024-04-16 06:20:00+00:00,62888.46484375,63026.4296875,62888.46484375,62982.921875,62982.921875,0
2024-04-16 06:25:00+00:00,62991.921875,63037.55078125,62991.921875,63035.4296875,63035.4296875,0
2024-04-16 06:30:00+00:00,63001.90625,63042.921875,62959.74609375,62959.74609375,62959.74609375,0
2024-04-16 06:35:00+00:00,62981.51953125,62999.671875,62923.90234375,62978.63671875,62978.63671875,0
2024-04-16 06:40:00+00:00,62981.87890625,63013.67578125,62969.8203125,62972.140625,62972.140625,0
2024-04-16 06:45:00+00:00,62996.11328125,63199.06640625,62996.11328125,63167.0390625,63167.0390625,0
2024-04-16 06:50:00+00:00,63191.0,63215.91015625,63191.0,63202.71484375,63202.71484375,0
2024-04-16 06:55:00+00:00,63267.4375,63267.4375,63202.5546875,63202.5546875,63202.5546875,0
2024-04-16 07:00:00+00:00,63230.65234375,63261.85546875,63170.55859375,63261.85546875,63261.85546875,0
2024-04-16 07:05:00+00:00,63277.98828125,63279.3828125,63256.8046875,63256.8046875,63256.8046875,0
2024-04-16 07:10:00+00:00,63274.9921875,63280.58203125,63254.72265625,63280.58203125,63280.58203125,0
2024-04-16 07:15:00+00:00,63228.77734375,63373.26953125,63228.77734375,63373.26953125,63373.26953125,0
2024-04-16 07:20:00+00:00,63363.63671875,63412.53125,63363.63671875,63392.22265625,63392.22265625,1937408
2024-04-16 07:25:00+00:00,63362.8203125,63371.87890625,63317.34765625,63317.34765625,63317.34765625,0
2024-04-16 07:30:00+00:00,63337.53125,63790.70703125,63303.0859375,63790.70703125,63790.70703125,19951616
2024-04-16 07:35:00+00:00,63684.04296875,63736.44140625,63622.4609375,63622.4609375,63622.4609375,157413376
2024-04-16 07:40:00+00:00,63635.0625,63635.0625,63407.5234375,63407.5234375,63407.5234375,71671808
2024-04-16 07:45:00+00:00,63374.265625,63473.875,63373.03515625,63473.875,63473.875,33439744
2024-04-16 07:50:00+00:00,63447.3046875,63502.6328125,63445.6796875,63502.6328125,63502.6328125,0
2024-04-16 07:55:00+00:00,63507.83203125,63564.26953125,63486.18359375,63549.78515625,63549.78515625,55074816
2024-04-16 08:00:00+00:00,63541.5078125,63543.66796875,63484.3984375,63484.3984375,63484.3984375,0
2024-04-16 08:05:00+00:00,63630.35546875,63630.35546875,63461.7265625,63461.7265625,63461.7265625,17088512
2024-04-16 08:10:00+00:00,63479.01953125,63479.01953125,63400.3828125,63400.3828125,63400.3828125,0
2024-04-16 08:15:00+00:00,63411.16015625,63424.93359375,63390.7109375,63424.93359375,63424.93359375,0
2024-04-16 08:20:00+00:00,63392.8125,63392.8125,63264.08203125,63264.08203125,63264.08203125,1052672
2024-04-16 08:25:00+00:00,63299.296875,63333.66015625,63286.96484375,63286.96484375,63286.96484375,0
2024-04-16 08:30:00+00:00,63282.66796875,63411.86328125,63282.66796875,63399.69921875,63399.69921875,20545536
2024-04-16 08:35:00+00:00,63376.0078125,63414.98828125,63376.0078125,63388.62109375,63388.62109375,11165696
2024-04-16 08:40:00+00:00,63379.015625,63379.015625,63259.10546875,63259.10546875,63259.10546875,0
2024-04-16 08:45:00+00:00,63180.32421875,63234.484375,63137.5859375,63228.8984375,63228.8984375,0
2024-04-16 08:50:00+00:00,63314.4296875,63355.84375,63312.25,63312.25,63312.25,24678400
2024-04-16 08:55:00+00:00,63293.91796875,63312.90625,63267.40625,63282.42578125,63282.42578125,2842624
2024-04-16 09:00:00+00:00,63308.66015625,63428.0234375,63308.66015625,63428.0234375,63428.0234375,0
2024-04-16 09:05:00+00:00,63437.97265625,63470.11328125,63408.265625,63408.265625,63408.265625,0
2024-04-16 09:10:00+00:00,63380.2421875,63380.2421875,63280.03515625,63352.046875,63352.046875,0
2024-04-16 09:15:00+00:00,63323.98046875,63368.0,63311.10546875,63362.21484375,63362.21484375,0
2024-04-16 09:20:00+00:00,63381.75390625,63399.04296875,63365.28515625,63384.6953125,63384.6953125,0
2024-04-16 09:25:00+00:00,63387.640625,63553.45703125,63387.640625,63553.45703125,63553.45703125,0
2024-04-16 09:30:00+00:00,63538.03125,63538.03125,63477.93359375,63477.93359375,63477.93359375,6381568
2024-04-16 09:35:00+00:00,63470.8359375,63470.8359375,63438.35546875,63468.69921875,63468.69921875,0
2024-04-16 09:40:00+00:00,63493.515625,63541.5703125,63387.23046875,63387.23046875,63387.23046875,0
2024-04-16 09:45:00+00:00,63356.47265625,63383.11328125,63335.39453125,63383.11328125,63383.11328125,0
2024-04-16 09:50:00+00:00,63323.9453125,63323.9453125,63231.7734375,63269.62109375,63269.62109375,0
2024-04-16 09:55:00+00:00,63301.4296875,63312.55859375,63243.61328125,63243.61328125,63243.61328125,0
2024-04-16 10:00:00+00:00,63264.62890625,63274.1328125,63253.046875,63274.1328125,63274.1328125,0
2024-04-16 10:05:00+00:00,63332.8984375,63342.59765625,63258.66796875,63272.35546875,63272.35546875,20357120
2024-04-16 10:10:00+00:00,63251.19921875,63251.19921875,63150.30078125,63170.1171875,63170.1171875,20430848
2024-04-16 10:15:00+00:00,63175.0859375,63175.0859375,62936.28515625,62936.28515625,62936.28515625,0
2024-04-16 10:20:00+00:00,62765.66796875,62765.66796875,62549.48046875,62549.48046875,62549.48046875,134328320
2024-04-16 10:25:00+00:00,62490.1953125,62490.1953125,61844.4296875,62068.42578125,62068.42578125,279867392
2024-04-16 10:30:00+00:00,61946.9453125,62042.4140625,61946.9453125,62013.32421875,62013.32421875,289853440
2024-04-16 10:35:00+00:00,61913.7734375,62087.21875,61885.734375,62087.21875,62087.21875,263598080
2024-04-16 10:40:00+00:00,62228.359375,62461.546875,62225.86328125,62422.24609375,62422.24609375,421605376
2024-04-16 10:45:00+00:00,62360.60546875,62578.8515625,62360.60546875,62573.45703125,62573.45703125,244948992
2024-04-16 10:50:00+00:00,62618.97265625,62618.97265625,62387.30859375,62387.30859375,62387.30859375,203481088
2024-04-16 10:55:00+00:00,62493.67578125,62493.67578125,62461.91015625,62480.78125,62480.78125,74821632
2024-04-16 11:00:00+00:00,62595.6640625,62694.51953125,62545.859375,62694.51953125,62694.51953125,13053952
2024-04-16 11:05:00+00:00,62838.01953125,62838.01953125,62722.33203125,62738.7890625,62738.7890625,150806528
2024-04-16 11:10:00+00:00,62729.00390625,62744.55859375,62716.984375,62719.69140625,62719.69140625,0
2024-04-16 11:15:00+00:00,62712.41015625,62719.98828125,62565.19921875,62565.19921875,62565.19921875,0
2024-04-16 11:20:00+00:00,62544.57421875,62777.63671875,62525.88671875,62777.63671875,62777.63671875,0
2024-04-16 11:25:00+00:00,62774.41796875,62774.41796875,62616.19140625,62616.19140625,62616.19140625,88154112
2024-04-16 11:30:00+00:00,62624.16015625,62624.16015625,62569.24609375,62569.24609375,62569.24609375,30519296
2024-04-16 11:35:00+00:00,62584.96484375,62717.77734375,62584.96484375,62686.35546875,62686.35546875,16580608
2024-04-16 11:40:00+00:00,62678.171875,62678.171875,62450.07421875,62473.62890625,62473.62890625,35201024
2024-04-16 11:45:00+00:00,62467.09375,62645.46875,62467.09375,62645.46875,62645.46875,0
2024-04-16 11:50:00+00:00,62678.68359375,63006.7421875,62678.68359375,62980.15625,62980.15625,55046144
2024-04-16 11:55:00+00:00,63132.63671875,63231.546875,63132.63671875,63157.90625,63157.90625,289509376
2024-04-16 12:00:00+00:00,63112.15625,63112.15625,62920.921875,62920.921875,62920.921875,0
2024-04-16 12:05:00+00:00,62947.98046875,62963.6796875,62858.82421875,62890.578125,62890.578125,0
2024-04-16 12:10:00+00:00,62935.2734375,63066.96875,62935.2734375,63037.94921875,63037.94921875,77398016
2024-04-16 12:15:00+00:00,62962.2421875,63018.37109375,62863.18359375,62863.18359375,62863.18359375,0
2024-04-16 12:20:00+00:00,62881.4375,62999.61328125,62881.4375,62999.61328125,62999.61328125,27238400
2024-04-16 12:25:00+00:00,63084.22265625,63084.22265625,63043.23828125,63074.15625,63074.15625,1445888
2024-04-16 12:30:00+00:00,63196.31640625,63250.11328125,63142.0,63142.0,63142.0,55271424
2024-04-16 12:35:00+00:00,63151.1171875,63350.1875,63151.1171875,63300.72265625,63300.72265625,63516672
2024-04-16 12:40:00+00:00,63316.1796875,63316.1796875,63153.1484375,63153.1484375,63153.1484375,7294976
